1,3,719.72,145.55,411.54,622.86,1,-1,-1,-1
2,3,718.91,136.62,415.14,627.52,1,-1,-1,-1
3,3,718.91,133.71,409.75,622.72,1,-1,-1,-1
4,3,719.97,135.95,408.96,619.76,1,-1,-1,-1
5,3,720.54,135.27,411.44,618.52,1,-1,-1,-1
6,3,719.60,133.63,411.74,620.46,1,-1,-1,-1
7,3,727.16,134.00,410.69,615.96,1,-1,-1,-1
8,3,732.42,136.04,417.11,619.54,1,-1,-1,-1
9,3,736.72,139.55,414.46,618.70,1,-1,-1,-1
10,3,742.76,140.09,417.36,620.47,1,-1,-1,-1
11,3,743.75,140.59,417.86,622.30,1,-1,-1,-1
12,3,736.07,138.37,411.78,623.30,1,-1,-1,-1
13,3,738.27,143.17,412.56,624.11,1,-1,-1,-1
14,3,737.06,158.44,410.56,616.85,1,-1,-1,-1
15,3,735.46,160.47,418.01,617.23,1,-1,-1,-1
16,3,727.74,165.76,413.52,612.77,1,-1,-1,-1
17,3,721.37,168.63,409.85,610.32,1,-1,-1,-1
18,3,718.64,167.82,407.19,609.19,1,-1,-1,-1
19,3,720.08,168.22,412.29,608.48,1,-1,-1,-1
20,3,721.51,165.59,415.85,609.87,1,-1,-1,-1
21,3,719.46,166.83,419.73,607.62,1,-1,-1,-1
22,3,714.94,167.12,420.32,607.99,1,-1,-1,-1
23,3,713.14,165.96,422.84,608.07,1,-1,-1,-1
24,3,712.91,164.97,424.69,608.18,1,-1,-1,-1
25,3,715.53,161.73,428.12,611.75,1,-1,-1,-1
26,3,718.12,155.90,420.62,611.55,1,-1,-1,-1
27,3,715.15,157.41,425.00,613.58,1,-1,-1,-1
28,3,711.42,160.33,425.52,612.79,1,-1,-1,-1
29,3,709.91,161.97,425.27,612.63,1,-1,-1,-1
30,3,706.55,163.22,426.61,612.84,1,-1,-1,-1
31,3,707.52,161.80,426.46,612.63,1,-1,-1,-1
32,3,702.50,144.79,423.54,621.16,1,-1,-1,-1
33,3,694.45,138.19,423.64,623.05,1,-1,-1,-1
34,3,690.06,127.79,428.91,628.64,1,-1,-1,-1
35,3,681.23,120.30,430.82,630.01,1,-1,-1,-1
36,3,683.12,120.17,424.82,630.93,1,-1,-1,-1
37,3,686.02,119.02,420.51,630.84,1,-1,-1,-1
38,3,682.30,121.17,418.85,629.04,1,-1,-1,-1
39,3,681.23,118.11,419.68,629.30,1,-1,-1,-1
40,3,678.05,120.21,418.69,629.41,1,-1,-1,-1
41,3,675.37,120.86,418.62,628.61,1,-1,-1,-1
42,3,678.63,119.42,419.48,628.10,1,-1,-1,-1
43,3,680.08,115.64,420.27,629.59,1,-1,-1,-1
44,3,687.05,109.72,414.81,628.98,1,-1,-1,-1
45,3,697.13,103.98,411.24,627.02,1,-1,-1,-1
46,3,704.14,94.19,411.48,624.95,1,-1,-1,-1
47,3,713.58,85.79,411.04,624.17,1,-1,-1,-1
48,3,724.43,76.96,409.53,623.72,1,-1,-1,-1
49,3,740.03,76.45,406.24,617.25,1,-1,-1,-1
50,3,757.95,70.23,403.63,609.60,1,-1,-1,-1
51,3,769.87,63.14,398.82,610.37,1,-1,-1,-1
52,3,778.69,80.74,396.54,598.03,1,-1,-1,-1
53,3,781.45,84.44,391.65,591.64,1,-1,-1,-1
54,3,780.46,90.40,392.08,589.03,1,-1,-1,-1
55,3,779.67,92.08,390.98,591.99,1,-1,-1,-1
56,3,776.85,91.82,389.43,594.83,1,-1,-1,-1
57,3,768.26,92.86,387.05,597.79,1,-1,-1,-1
58,3,755.96,103.00,386.28,595.64,1,-1,-1,-1
59,3,741.19,117.07,382.89,591.87,1,-1,-1,-1
60,3,725.61,121.23,383.20,594.08,1,-1,-1,-1
61,3,716.70,138.98,383.08,590.50,1,-1,-1,-1
62,3,716.22,147.42,385.07,591.84,1,-1,-1,-1
63,3,714.92,151.13,384.56,594.84,1,-1,-1,-1
64,3,714.89,155.33,388.14,596.29,1,-1,-1,-1
65,3,712.46,161.72,391.21,593.75,1,-1,-1,-1
66,3,712.32,161.72,393.97,594.35,1,-1,-1,-1
67,3,714.84,158.09,393.89,596.15,1,-1,-1,-1
68,3,725.87,160.72,395.47,594.64,1,-1,-1,-1
69,3,733.28,169.30,396.32,591.05,1,-1,-1,-1
70,3,738.02,173.31,397.55,588.20,1,-1,-1,-1
71,3,742.44,177.38,399.45,584.49,1,-1,-1,-1
72,3,747.22,179.90,399.89,582.47,1,-1,-1,-1
73,3,749.65,180.64,398.44,585.47,1,-1,-1,-1
74,3,750.71,186.26,397.83,585.44,1,-1,-1,-1
75,3,748.95,183.05,396.30,590.89,1,-1,-1,-1
76,3,747.61,185.92,396.57,591.26,1,-1,-1,-1
77,3,743.37,191.53,395.74,590.66,1,-1,-1,-1
78,3,736.08,186.89,395.00,590.38,1,-1,-1,-1
79,3,727.95,185.36,397.95,593.36,1,-1,-1,-1
80,3,728.47,191.78,397.18,590.95,1,-1,-1,-1
81,3,726.70,192.38,396.41,589.83,1,-1,-1,-1
82,3,726.07,207.34,396.56,584.15,1,-1,-1,-1
83,3,722.04,206.21,396.36,584.80,1,-1,-1,-1
84,3,722.11,212.46,395.59,583.30,1,-1,-1,-1
85,3,720.18,223.08,395.58,577.56,1,-1,-1,-1
86,3,719.22,227.00,394.57,574.17,1,-1,-1,-1
87,3,719.51,231.69,393.20,569.94,1,-1,-1,-1
88,3,716.68,224.52,391.53,572.51,1,-1,-1,-1
89,3,720.34,232.44,394.66,569.61,1,-1,-1,-1
90,3,716.68,231.49,391.57,567.96,1,-1,-1,-1
91,3,716.31,235.42,389.91,566.00,1,-1,-1,-1
92,3,716.66,234.94,390.33,567.57,1,-1,-1,-1
93,3,718.23,235.78,390.54,566.69,1,-1,-1,-1
94,3,718.71,238.34,391.48,566.64,1,-1,-1,-1
95,3,719.59,244.07,392.11,562.75,1,-1,-1,-1
96,3,720.13,246.70,393.07,560.05,1,-1,-1,-1
