1,1,896.52,231.31,460.83,653.61,1,-1,-1,-1
2,1,893.83,230.06,465.01,656.59,1,-1,-1,-1
3,1,892.13,234.01,464.40,654.27,1,-1,-1,-1
4,1,889.67,240.33,460.04,649.38,1,-1,-1,-1
5,1,888.66,242.93,453.07,643.47,1,-1,-1,-1
6,1,886.25,244.48,450.14,641.96,1,-1,-1,-1
7,1,879.26,249.92,445.86,638.97,1,-1,-1,-1
8,1,874.80,251.20,444.16,638.11,1,-1,-1,-1
9,1,869.07,253.83,441.13,637.64,1,-1,-1,-1
10,1,867.50,254.58,439.31,637.68,1,-1,-1,-1
11,1,867.33,252.26,441.23,639.82,1,-1,-1,-1
12,1,864.36,248.92,442.32,641.94,1,-1,-1,-1
13,1,858.02,244.84,440.10,639.63,1,-1,-1,-1
14,1,854.52,246.80,437.55,637.49,1,-1,-1,-1
15,1,853.81,247.83,435.46,635.92,1,-1,-1,-1
16,1,852.74,247.24,433.70,634.43,1,-1,-1,-1
17,1,852.74,255.21,435.43,633.05,1,-1,-1,-1
18,1,855.76,257.48,438.32,633.36,1,-1,-1,-1
19,1,857.59,255.30,440.84,633.15,1,-1,-1,-1
20,1,862.09,240.12,441.10,634.47,1,-1,-1,-1
21,1,865.70,234.17,440.54,632.32,1,-1,-1,-1
22,1,869.23,235.02,439.90,630.42,1,-1,-1,-1
23,1,867.75,241.23,440.94,630.79,1,-1,-1,-1
24,1,869.98,250.56,440.92,627.02,1,-1,-1,-1
25,1,870.13,265.16,441.02,625.01,1,-1,-1,-1
26,1,873.73,275.61,444.45,625.98,1,-1,-1,-1
27,1,872.56,290.99,446.62,625.51,1,-1,-1,-1
28,1,872.80,303.20,449.35,624.92,1,-1,-1,-1
29,1,876.15,312.50,448.43,618.70,1,-1,-1,-1
30,1,880.42,316.38,449.03,615.52,1,-1,-1,-1
31,1,885.07,324.58,446.93,612.52,1,-1,-1,-1
32,1,887.24,328.42,445.50,610.12,1,-1,-1,-1
33,1,889.16,327.22,444.69,607.44,1,-1,-1,-1
34,1,891.15,324.11,444.31,606.22,1,-1,-1,-1
35,1,891.62,324.54,445.55,607.57,1,-1,-1,-1
36,1,891.85,321.72,447.21,609.34,1,-1,-1,-1
37,1,891.62,320.42,448.34,610.61,1,-1,-1,-1
38,1,891.17,312.70,448.68,614.24,1,-1,-1,-1
39,1,892.63,308.65,448.54,614.94,1,-1,-1,-1
40,1,894.43,305.38,447.81,616.07,1,-1,-1,-1
41,1,896.02,300.75,446.43,617.47,1,-1,-1,-1
42,1,897.02,298.80,445.59,618.51,1,-1,-1,-1
43,1,899.80,291.09,444.23,619.16,1,-1,-1,-1
