1.00,1.00,679.63,217.25,1049.01,682.83
2.00,1.00,677.76,211.51,1049.77,685.85
3.00,1.00,677.84,210.46,1049.73,686.60
4.00,1.00,676.07,200.10,1048.45,683.19
5.00,1.00,678.31,189.06,1050.00,678.56
6.00,1.00,683.12,174.90,1058.39,674.23
7.00,1.00,688.59,169.60,1062.35,672.77
8.00,1.00,694.49,169.67,1063.36,672.78
9.00,1.00,697.26,169.39,1063.63,673.02
10.00,1.00,701.39,168.21,1063.49,670.34
11.00,1.00,705.47,173.72,1062.37,668.51
12.00,1.00,708.84,175.44,1062.01,665.15
13.00,1.00,709.44,177.78,1060.97,664.93
14.00,1.00,708.74,178.48,1060.36,665.35
15.00,1.00,707.43,180.79,1059.35,667.16
16.00,1.00,707.42,181.84,1061.50,670.58
17.00,1.00,705.04,181.69,1062.50,676.68
18.00,1.00,702.43,179.76,1062.98,681.77
19.00,1.00,700.16,178.73,1062.75,684.93
20.00,1.00,698.23,178.37,1062.53,685.32
21.00,1.00,697.42,177.05,1063.20,684.79
22.00,1.00,696.24,177.46,1062.33,682.04
23.00,1.00,694.38,176.93,1060.38,680.87
24.00,1.00,693.35,183.15,1061.15,690.06
25.00,1.00,691.79,192.43,1059.78,695.78
26.00,1.00,690.03,194.43,1058.55,697.71
27.00,1.00,689.06,196.48,1057.81,699.75
28.00,1.00,686.90,190.15,1056.84,694.77
29.00,1.00,685.80,190.44,1054.46,691.33
30.00,1.00,685.50,191.76,1053.65,690.06
31.00,1.00,684.67,191.28,1052.90,688.00
32.00,1.00,683.45,194.89,1050.60,687.38
33.00,1.00,683.21,196.81,1049.89,685.92
34.00,1.00,683.00,197.26,1048.70,684.63
35.00,1.00,682.38,195.54,1046.32,682.75
36.00,1.00,682.36,196.52,1045.01,681.57
37.00,1.00,683.17,197.79,1045.94,682.69
38.00,1.00,683.49,196.36,1047.67,683.01
39.00,1.00,684.00,196.05,1051.21,683.50
40.00,1.00,683.40,196.52,1052.31,683.58
41.00,1.00,682.10,196.80,1050.67,683.08
42.00,1.00,681.63,193.15,1050.70,681.03
43.00,1.00,680.30,192.29,1048.57,680.03
44.00,1.00,679.63,192.44,1048.00,680.76
45.00,1.00,679.60,193.12,1048.14,680.89
46.00,1.00,681.13,193.71,1051.55,681.50
47.00,1.00,680.31,192.31,1050.73,679.37
48.00,1.00,680.22,193.09,1051.16,679.32
49.00,1.00,680.57,195.04,1052.73,681.18
50.00,1.00,680.55,197.85,1054.27,684.67
51.00,1.00,680.16,198.72,1054.52,685.69
52.00,1.00,679.74,200.27,1054.26,687.55
53.00,1.00,679.14,200.15,1052.90,686.45
54.00,1.00,678.74,199.71,1051.67,685.27
55.00,1.00,678.44,200.04,1049.94,685.18
56.00,1.00,678.50,199.08,1049.42,685.27
57.00,1.00,678.42,198.46,1049.02,685.34
58.00,1.00,678.35,196.91,1048.92,686.11
59.00,1.00,678.55,196.60,1049.35,687.69
60.00,1.00,678.96,196.28,1050.35,688.87
61.00,1.00,679.30,197.57,1051.02,689.79
62.00,1.00,679.13,198.09,1050.91,689.73
63.00,1.00,679.14,198.90,1050.89,689.75
64.00,1.00,679.08,199.30,1049.87,688.36
65.00,1.00,679.76,199.42,1050.34,685.91
66.00,1.00,680.22,199.72,1051.11,684.22
67.00,1.00,680.39,200.09,1051.33,683.73
68.00,1.00,680.21,199.98,1050.70,683.44
69.00,1.00,680.29,200.02,1050.42,683.46
70.00,1.00,680.02,199.83,1049.66,683.19
71.00,1.00,679.28,199.08,1048.37,682.33
72.00,1.00,679.04,198.70,1048.35,681.91
73.00,1.00,678.66,199.47,1047.59,681.82
74.00,1.00,678.29,200.35,1047.23,682.10
75.00,1.00,678.07,200.51,1047.01,682.01
76.00,1.00,677.21,200.15,1046.52,681.55
77.00,1.00,676.14,200.02,1044.89,681.31
78.00,1.00,676.93,202.99,1045.90,681.23
79.00,1.00,677.12,197.49,1047.08,676.49
80.00,1.00,678.48,191.99,1048.40,673.27
81.00,1.00,679.08,189.21,1049.11,672.13
82.00,1.00,679.88,189.04,1049.59,672.90
83.00,1.00,677.97,183.11,1047.11,669.94
84.00,1.00,677.06,179.95,1046.88,668.55
85.00,1.00,675.26,179.07,1046.68,668.34
86.00,1.00,671.51,178.80,1043.40,668.09
87.00,1.00,670.20,178.74,1042.39,668.05
88.00,1.00,666.87,178.62,1038.81,667.80
89.00,1.00,664.47,179.71,1035.47,667.04
90.00,1.00,663.80,180.05,1034.93,664.83
91.00,1.00,663.70,182.06,1034.73,664.84
92.00,1.00,664.67,183.32,1035.59,664.83
93.00,1.00,665.19,184.31,1036.08,664.73
94.00,1.00,665.62,182.08,1036.13,662.66
95.00,1.00,666.23,182.33,1036.62,662.13
96.00,1.00,667.29,183.35,1037.71,662.18
97.00,1.00,668.21,183.60,1038.22,661.59
98.00,1.00,668.63,185.08,1038.24,662.65
99.00,1.00,669.05,185.27,1038.54,663.11
100.00,1.00,668.53,184.15,1037.71,663.32
101.00,1.00,668.21,183.50,1037.52,664.84
102.00,1.00,667.14,182.64,1036.62,666.19
103.00,1.00,666.47,183.25,1035.35,668.74
104.00,1.00,666.22,186.76,1034.34,672.15
105.00,1.00,666.05,187.52,1033.66,673.35
106.00,1.00,665.38,188.49,1032.99,674.43
107.00,1.00,665.10,189.71,1032.87,676.88
108.00,1.00,665.49,183.51,1033.05,674.95
109.00,1.00,670.83,177.97,1039.12,672.24
110.00,1.00,677.65,171.75,1046.05,667.52
111.00,1.00,680.33,169.30,1048.76,665.90
112.00,1.00,690.21,165.34,1059.92,665.48
113.00,1.00,699.23,167.03,1068.27,671.03
114.00,1.00,705.15,172.64,1073.07,678.63
115.00,1.00,711.17,187.03,1078.96,687.79
116.00,1.00,712.06,200.06,1077.86,693.72
117.00,1.00,712.76,206.55,1077.11,694.43
118.00,1.00,712.64,210.65,1075.54,694.10
119.00,1.00,712.93,213.79,1075.30,692.65
120.00,1.00,712.00,216.77,1073.75,694.16
121.00,1.00,710.92,217.08,1072.01,694.76
122.00,1.00,710.98,218.00,1071.68,694.48
123.00,1.00,710.93,218.42,1071.36,694.07
124.00,1.00,710.84,216.98,1071.00,692.01
125.00,1.00,710.64,217.35,1070.48,691.39
126.00,1.00,710.32,217.74,1069.88,691.41
127.00,1.00,709.29,218.09,1068.43,690.90
128.00,1.00,708.15,212.32,1068.13,686.35
129.00,1.00,707.33,214.82,1066.65,687.67
130.00,1.00,706.44,214.47,1065.16,686.92
131.00,1.00,705.41,214.15,1063.69,686.34
132.00,1.00,705.06,215.56,1063.19,687.44
133.00,1.00,703.97,218.21,1062.68,689.42
134.00,1.00,702.66,218.33,1062.58,690.76
135.00,1.00,701.94,218.22,1062.58,691.31
136.00,1.00,701.24,217.98,1063.14,692.49
137.00,1.00,699.46,213.58,1062.81,693.60
138.00,1.00,698.51,218.35,1062.64,700.04
139.00,1.00,697.37,219.67,1062.41,704.45
140.00,1.00,696.42,219.32,1061.54,706.46
141.00,1.00,696.03,218.72,1061.06,707.53
142.00,1.00,694.96,219.18,1059.83,709.26
143.00,1.00,692.86,214.96,1057.24,710.83
144.00,1.00,692.98,218.61,1057.33,712.27
145.00,1.00,691.57,218.19,1057.48,710.94
146.00,1.00,688.98,214.03,1056.65,707.84
147.00,1.00,687.80,212.71,1056.99,706.99
148.00,1.00,686.52,212.50,1056.71,706.73
149.00,1.00,686.43,216.68,1055.93,707.55
150.00,1.00,685.32,215.86,1053.78,703.57
151.00,1.00,684.43,215.58,1051.74,700.23
152.00,1.00,683.97,214.75,1051.18,696.36
153.00,1.00,683.76,215.20,1050.81,694.44
154.00,1.00,684.00,219.79,1051.20,695.39
155.00,1.00,682.96,216.88,1049.86,694.11
156.00,1.00,679.71,212.48,1044.74,696.62
157.00,1.00,676.76,199.09,1041.69,695.34
158.00,1.00,676.54,191.20,1041.87,693.34
159.00,1.00,676.34,187.24,1041.96,693.66
160.00,1.00,676.49,180.92,1042.70,688.20
161.00,1.00,675.65,173.27,1043.10,679.89
162.00,1.00,675.56,172.27,1043.69,670.98
163.00,1.00,673.86,171.27,1042.81,665.07
164.00,1.00,673.82,173.95,1043.31,664.34
165.00,1.00,673.70,175.68,1043.48,663.43
166.00,1.00,672.24,172.01,1042.28,659.14
167.00,1.00,670.92,167.91,1041.32,655.97
168.00,1.00,670.58,164.95,1041.16,653.71
169.00,1.00,670.29,162.89,1041.14,652.65
170.00,1.00,669.41,164.62,1039.27,656.12
171.00,1.00,669.24,164.81,1038.20,657.61
172.00,1.00,669.52,160.59,1037.71,653.66
173.00,1.00,669.07,157.77,1037.17,654.30
174.00,1.00,668.86,156.78,1036.32,654.89
175.00,1.00,669.50,155.46,1035.95,652.57
176.00,1.00,669.81,153.60,1035.33,649.32
177.00,1.00,670.14,153.19,1034.88,647.97
178.00,1.00,670.81,151.61,1034.85,645.84
179.00,1.00,671.59,149.50,1035.08,643.66
180.00,1.00,671.94,150.08,1035.24,643.10
181.00,1.00,672.67,151.11,1035.95,643.92
182.00,1.00,673.11,153.80,1037.67,647.26
183.00,1.00,673.19,154.54,1038.71,648.59
184.00,1.00,673.47,156.05,1039.75,649.48
185.00,1.00,674.52,155.68,1039.80,648.30
186.00,1.00,676.90,157.15,1041.41,647.32
187.00,1.00,681.56,157.94,1045.07,649.60
188.00,1.00,686.83,161.23,1047.67,650.81
189.00,1.00,689.37,162.74,1048.46,650.80
190.00,1.00,688.56,161.57,1049.32,650.58
191.00,1.00,694.04,161.84,1052.68,650.06
192.00,1.00,697.27,162.35,1055.65,650.73
193.00,1.00,698.84,161.01,1058.63,650.92
194.00,1.00,700.34,160.61,1061.68,652.04
195.00,1.00,700.71,160.26,1063.27,652.81
196.00,1.00,701.74,158.03,1065.38,652.66
197.00,1.00,703.62,157.69,1068.02,653.28
198.00,1.00,706.84,160.22,1071.00,654.91
199.00,1.00,710.31,162.53,1073.38,655.70
200.00,1.00,709.46,163.23,1072.65,652.77
201.00,1.00,709.19,164.09,1072.53,650.97
202.00,1.00,709.93,165.48,1073.15,649.99
203.00,1.00,712.49,166.71,1074.90,651.47
204.00,1.00,713.83,166.78,1075.45,651.89
205.00,1.00,715.16,167.48,1075.98,652.54
206.00,1.00,716.11,166.75,1076.66,652.56
207.00,1.00,716.86,167.00,1076.98,652.92
208.00,1.00,717.60,166.65,1077.74,653.18
209.00,1.00,714.55,165.85,1076.28,653.44
210.00,1.00,715.11,170.95,1077.53,660.54
211.00,1.00,715.95,171.62,1078.42,663.04
212.00,1.00,719.02,168.64,1079.81,660.39
213.00,1.00,720.49,167.47,1080.04,659.33
214.00,1.00,721.73,163.89,1081.12,655.83
215.00,1.00,723.80,158.84,1083.51,652.17
216.00,1.00,724.50,154.40,1085.78,649.66
217.00,1.00,725.26,152.29,1087.44,648.72
218.00,1.00,727.28,151.52,1089.64,648.49
219.00,1.00,727.74,151.31,1090.15,648.54
220.00,1.00,727.57,152.15,1089.97,649.12
