1080,1920
0,-1,270.71878,199.06084,764.87103,840.523,0.999948,-1,-1,-1,332.1437,477.97223,529.64746,432.1348,401.2732,581.3417,404.13345,691.85065,577.19354,654.55707
1,-1,295.17563,198.92911,793.4253,837.9605,0.99993277,-1,-1,-1,363.5716,472.9256,567.1016,428.96814,439.3553,577.83997,429.9592,685.4825,609.7888,650.0837
2,-1,326.15097,195.0607,815.4735,841.7365,0.99994946,-1,-1,-1,401.8714,467.264,602.2059,429.88794,473.70493,567.3786,456.4649,678.7029,634.0746,648.88055
3,-1,358.8855,192.74568,827.67175,831.2408,0.99995387,-1,-1,-1,439.25977,458.90012,642.47253,431.28973,518.0052,566.5323,483.28394,671.95245,662.95715,649.8031
4,-1,389.44394,194.12096,840.94574,826.6487,0.99994385,-1,-1,-1,478.48676,450.45322,683.22876,432.35376,563.3976,563.38995,509.56027,666.1179,690.5747,651.376
5,-1,420.36414,208.4153,863.7401,828.39496,0.9999362,-1,-1,-1,512.9068,447.65668,720.0952,437.67792,606.34656,563.7504,538.7671,662.3026,726.09125,653.27985
6,-1,445.0777,205.04414,888.93835,825.6203,0.9999449,-1,-1,-1,540.69336,441.222,759.0455,435.42242,644.70807,568.5979,564.1002,660.59814,757.7086,653.9195
7,-1,469.50687,179.73152,905.7292,819.85034,0.99995303,-1,-1,-1,571.9806,439.7866,783.8976,433.45505,673.01355,566.7383,591.35345,654.3088,774.66144,649.6109
8,-1,495.36816,212.07169,936.32306,831.67737,0.9999548,-1,-1,-1,596.19666,436.10138,812.5591,436.03467,700.1922,577.4611,619.5162,663.7766,802.71716,660.6872
9,-1,507.07248,209.17986,936.57574,826.8911,0.9999598,-1,-1,-1,614.9687,435.92578,828.80145,434.61176,723.7651,575.4678,632.5406,663.74396,813.16003,661.00574
10,-1,519.8717,207.6819,950.8802,828.10785,0.99995995,-1,-1,-1,629.928,433.63806,842.2561,437.9541,736.78906,580.94055,643.99744,663.5894,822.47644,665.07245
11,-1,519.25073,190.55028,951.9193,817.59656,0.99995375,-1,-1,-1,636.4878,437.2211,845.85693,436.9202,745.4874,572.8342,654.2251,656.22064,829.46185,655.83954
12,-1,524.0196,192.43379,952.6451,816.24774,0.9999541,-1,-1,-1,641.90704,435.69397,849.95306,435.71317,751.3014,572.40533,657.47687,653.626,833.6573,653.8042
13,-1,535.6579,210.12083,952.51855,821.7675,0.99995065,-1,-1,-1,648.682,431.40277,858.53613,437.57666,757.2097,576.08844,654.5238,656.9377,834.46606,660.60406
14,-1,539.62256,207.27667,962.17896,821.19446,0.9999572,-1,-1,-1,650.7317,427.9267,861.6297,436.10992,755.83624,570.9197,657.49744,653.7687,836.9843,658.9562
15,-1,543.42755,208.76906,969.5581,819.663,0.99995935,-1,-1,-1,653.61743,423.0035,866.73096,432.96793,757.97504,566.5899,659.4181,650.2854,840.94806,656.7879
