1080,1920
0,-1,471.5959,451.86636,1232.6885,1044.4124,0.7711273,-1,-1,-1,745.67255,687.7726,867.71985,599.5614,851.9853,620.7741,846.4517,715.6048,971.09827,648.1811
1,-1,471.3936,442.3655,1215.7119,1036.7097,0.60453564,-1,-1,-1,718.96594,706.3207,838.02826,600.83124,827.76855,626.326,850.65674,725.232,958.7653,642.6469
35,-1,406.75848,380.37515,970.6094,1116.0792,0.7058037,-1,-1,-1,531.85486,629.0621,527.7539,673.6061,338.14188,743.65015,461.46356,842.6625,465.04056,871.8775
46,-1,400.08344,498.691,1191.1097,1039.2239,0.6554867,-1,-1,-1,765.69275,617.5105,822.17084,695.47876,699.9936,609.9068,638.856,679.0585,675.7308,743.0009
56,-1,511.22708,516.3414,1374.5897,1014.7476,0.8900121,-1,-1,-1,915.8066,626.0902,1014.1082,654.55334,961.45386,559.6223,871.3756,645.3007,964.59845,675.6586
75,-1,313.725,416.6479,1030.2726,960.72375,0.93649185,-1,-1,-1,616.86346,509.9316,698.9485,594.15674,527.2309,530.15936,456.86853,614.05927,531.06104,677.91583
103,-1,318.67322,494.97296,955.877,1251.7372,0.6335754,-1,-1,-1,471.04837,754.0277,613.81885,831.7291,403.52692,917.3728,389.1544,996.3386,516.8059,1057.0104
247,-1,846.532,155.56786,1137.8484,574.6054,0.9994062,-1,-1,-1,917.54083,331.5938,1050.4719,324.48413,979.4131,394.04807,935.02045,476.55292,1042.7107,470.90906
248,-1,843.3446,157.66576,1133.472,573.5531,0.9993498,-1,-1,-1,911.6337,335.52383,1041.4783,323.8148,971.84875,394.9914,932.58124,477.236,1038.3153,467.81866
249,-1,840.89966,162.32289,1130.5847,571.14777,0.99939024,-1,-1,-1,906.5012,336.42108,1037.8618,324.44162,966.6892,395.81628,929.51526,477.57053,1033.8087,467.92603
250,-1,835.07214,162.86156,1123.8972,571.61334,0.9994319,-1,-1,-1,895.75446,338.3236,1024.2849,323.9065,952.8997,397.97058,923.088,478.15524,1025.5793,466.80096
251,-1,822.2089,165.79599,1109.4412,572.0703,0.9995247,-1,-1,-1,882.1608,342.87766,1009.767,323.2722,940.2202,400.86615,910.758,480.37537,1015.8141,464.6754
252,-1,808.54614,167.41919,1099.2659,565.5041,0.99953747,-1,-1,-1,865.5267,342.6208,996.01685,320.9022,925.42145,401.3485,897.6618,481.82608,1001.42554,463.71173
253,-1,796.41064,168.08784,1086.3765,566.1847,0.99946445,-1,-1,-1,853.88055,343.6762,977.78253,320.04477,910.6781,400.45294,890.00366,478.12753,990.6235,458.86566
254,-1,797.09705,162.39655,1088.6173,562.0058,0.99943036,-1,-1,-1,855.97687,336.0288,981.3279,313.66104,914.1153,394.67224,891.92676,473.3294,993.8388,455.167
254,-1,667.68036,664.0024,1328.944,1084.5134,0.616791,-1,-1,-1,1046.2095,901.26807,1039.4797,908.6259,1039.7385,910.9084,977.8829,860.2245,979.27997,869.4075
255,-1,808.98724,156.76978,1098.1604,543.7482,0.99930334,-1,-1,-1,872.9585,332.1674,997.39264,313.13577,930.57,384.34778,909.64734,474.15207,989.2826,458.7857
256,-1,791.9618,156.09235,1121.2594,556.2362,0.9979358,-1,-1,-1,889.54834,321.6369,1035.6621,307.3265,977.2625,377.0287,926.9588,471.67282,1033.3845,458.6076
257,-1,855.8161,148.62381,1148.2122,561.478,0.9995814,-1,-1,-1,928.26404,322.11923,1062.7053,313.3853,995.8517,390.175,954.3247,470.256,1056.6334,463.4345
258,-1,874.9242,153.3495,1171.8689,570.51447,0.9995339,-1,-1,-1,954.85583,323.19562,1093.377,320.81918,1026.5446,396.07208,974.24976,474.35333,1081.0049,472.3347
259,-1,882.70337,154.54376,1179.0491,578.0971,0.9994035,-1,-1,-1,966.2629,328.97125,1101.9021,330.80972,1036.4999,401.39487,982.53503,481.0846,1087.672,482.2235
260,-1,882.20026,160.353,1182.6185,586.8805,0.9991015,-1,-1,-1,968.1422,335.12512,1104.5323,338.11227,1040.3833,407.69424,988.17926,491.9017,1087.6853,494.27615
261,-1,882.22894,164.8399,1184.7812,600.9817,0.9988508,-1,-1,-1,968.58923,340.94086,1105.4266,342.6253,1040.0668,416.8235,989.8613,501.54193,1089.3682,503.02954
