1280,720
0,-1,-99.39756,165.60477,328.85663,735.0624,0.9997712,-1,-1,-1,27.274311,359.33154,233.86057,374.98676,137.48953,435.8246,31.434696,566.1846,209.78458,580.07227
1,-1,-99.586205,165.63647,328.8524,734.0039,0.9997689,-1,-1,-1,27.097393,359.27112,233.78665,375.05963,137.21353,436.0251,31.22941,565.9291,209.16492,579.9299
2,-1,-101.97042,161.17072,334.2375,745.1301,0.9998186,-1,-1,-1,27.40988,358.96332,238.56657,374.20142,141.47565,436.83423,33.811005,573.9499,214.8913,587.2045
3,-1,-98.68228,162.77179,339.5164,747.01587,0.99987566,-1,-1,-1,36.801044,361.86172,244.3176,376.82498,153.3152,438.1189,46.379387,577.85266,222.8032,590.2001
4,-1,-77.8052,175.31786,357.60822,744.9619,0.99994886,-1,-1,-1,53.022316,368.1702,260.77914,384.1997,163.66548,442.43527,58.286247,577.63385,234.71867,589.5704
5,-1,-65.78038,182.23764,377.45535,758.4061,0.9999567,-1,-1,-1,70.060745,370.83286,281.39178,388.7982,182.41592,443.22882,68.95677,578.7169,253.18062,591.9845
6,-1,-53.27054,173.28387,384.19626,766.0216,0.99996126,-1,-1,-1,78.10503,372.73438,289.08487,390.96967,188.48224,445.7997,76.77639,583.90985,261.44278,597.23285
7,-1,-60.543915,181.66061,381.6245,772.58813,0.9999658,-1,-1,-1,72.08716,376.1159,286.26385,395.74548,183.79434,452.98428,70.88252,590.5415,255.94246,605.05804
8,-1,-73.46407,192.46713,375.9832,770.95483,0.99996233,-1,-1,-1,63.89247,379.9027,276.5272,400.16354,176.46974,457.7785,65.50899,591.76337,245.9396,606.9767
9,-1,-76.62164,197.96532,372.22833,775.45374,0.9999516,-1,-1,-1,62.109146,382.8508,272.78085,402.71216,173.42427,465.37048,62.64917,596.1926,241.69403,611.50446
10,-1,-73.13084,205.39264,371.88342,783.91675,0.9999565,-1,-1,-1,68.02919,383.11295,281.24295,402.9692,182.71289,467.9533,61.160385,599.20776,250.87639,614.6299
