2160,3840
0,-1,2636.377,1110.4982,2871.9414,1454.743,0.99971443,2663.7937,1240.8817,2717.0273,1241.2802,2636.3335,1307.4227,2669.4495,1371.0206,2710.7957,1371.9667
0,-1,1950.7299,509.03348,2401.275,1275.2539,0.9989135,2238.7024,784.743,2345.452,809.10425,2360.0435,970.4694,2195.3086,1082.6398,2256.0654,1101.5916
0,-1,1611.0231,589.03156,1972.5083,1017.1174,0.93730676,1722.3982,721.79724,1810.19,705.9531,1766.4102,789.2644,1757.6971,876.2739,1824.551,863.999
1,-1,2648.1797,1105.2043,2895.851,1456.6691,0.99960476,2676.6372,1237.7284,2738.8784,1240.4633,2655.7493,1309.2908,2685.0623,1369.259,2732.8687,1372.61
1,-1,1899.7312,559.38104,2368.7212,1280.884,0.9994054,2201.9302,791.3478,2326.4487,846.98096,2331.8333,953.1608,2146.4097,1070.9613,2232.5906,1114.7449
1,-1,1554.4019,663.2177,1833.8892,963.5214,0.9553371,1640.1151,794.6705,1751.7751,774.0285,1708.8881,837.57355,1677.9104,895.95654,1760.2166,877.66205
1,-1,1488.2632,769.0745,1911.2302,1358.782,0.71279454,1711.6215,955.14246,1817.5018,953.76514,1824.4633,1053.1359,1743.6277,1172.7211,1825.4084,1173.7539
2,-1,2663.835,1101.309,2915.498,1457.865,0.99967563,2687.434,1232.0717,2759.3176,1237.2488,2671.546,1306.2075,2697.6606,1369.4178,2753.8584,1373.1989
2,-1,1834.5596,525.31805,2338.987,1245.9032,0.99967504,2097.165,749.40027,2292.523,754.0693,2275.6611,925.918,2101.261,1049.1693,2260.4277,1049.8033
2,-1,55.751366,1257.7656,319.83347,1896.252,0.976541,184.97609,1476.3055,263.88593,1493.3855,255.71313,1614.6816,137.38625,1719.9734,200.96791,1732.3307
3,-1,1739.4758,449.3327,2297.64,1179.3666,0.99988186,2010.4275,732.15326,2232.7698,751.15173,2178.8123,907.75214,1983.8217,990.16833,2182.474,1004.0196
3,-1,2687.961,1083.4806,2951.391,1448.1052,0.9997284,2709.75,1222.1995,2791.0154,1224.1373,2697.2632,1292.3787,2719.6025,1360.5397,2784.5015,1362.121
3,-1,156.82901,1273.7919,432.73795,1891.0725,0.9895195,282.34485,1486.5679,378.57364,1500.1781,363.6617,1621.5493,249.45615,1719.5948,325.28134,1730.0016
4,-1,1702.0151,448.8851,2280.261,1198.0668,0.99998236,1955.2455,737.162,2201.2766,733.124,2142.9153,909.42035,1958.0765,1011.97833,2171.1384,1007.5592
4,-1,2731.8218,1078.771,2990.6506,1442.486,0.9997147,2752.0505,1214.3506,2833.6296,1219.1063,2739.1416,1286.7488,2759.6572,1352.6211,2825.6062,1356.9166
4,-1,279.2818,1289.953,564.4901,1926.5933,0.9792254,384.3643,1490.8307,516.2434,1505.4436,483.94547,1625.3129,362.49927,1746.9165,463.97372,1756.4346
5,-1,1667.2483,439.6238,2259.6946,1182.0593,0.99999595,1905.6469,741.07776,2165.4895,723.1647,2096.5532,917.702,1926.6481,1015.0546,2143.9758,998.51086
5,-1,2760.2598,1077.8276,3021.816,1439.591,0.99968886,2783.2,1211.242,2865.6838,1217.0382,2770.765,1284.4899,2788.0938,1348.5104,2856.4558,1353.87
5,-1,379.6361,1297.1554,658.85767,1936.449,0.931142,512.3875,1514.9069,610.8702,1528.2417,600.03235,1646.8435,473.5132,1748.1805,555.7454,1759.59
6,-1,1641.5717,444.06598,2234.3152,1178.8013,0.99999475,1874.9106,747.64636,2137.187,729.7108,2063.1848,928.1639,1897.5127,1025.6018,2110.3445,1008.49426
6,-1,2780.5757,1074.3312,3037.8232,1437.8044,0.99967027,2802.3628,1210.6902,2880.9783,1215.2258,2785.1455,1282.4905,2807.0415,1348.9265,2873.5957,1352.6296
6,-1,505.7658,1494.7283,702.4314,1926.7631,0.82624793,645.7778,1644.0992,679.9385,1660.871,707.7062,1723.5072,605.66583,1787.478,646.1316,1802.2507
7,-1,1627.7194,463.26273,2217.2488,1187.3301,0.99999225,1860.6014,755.4519,2122.7217,739.3712,2047.2052,941.5801,1878.4141,1032.8895,2091.0476,1018.2651
7,-1,2791.3884,1072.0168,3050.2534,1437.912,0.9996451,2814.4543,1209.3326,2892.2317,1213.9481,2796.817,1281.7272,2818.1794,1347.356,2883.8796,1351.5696
8,-1,1648.7644,545.12164,2277.4768,1293.1692,0.9999919,1886.7462,769.0605,2154.4976,781.65,2055.4507,963.0752,1886.2877,1083.4812,2116.9812,1093.2279
8,-1,2799.9883,1069.0326,3058.235,1434.3035,0.99965274,2820.6335,1206.1685,2901.5808,1211.4098,2805.133,1278.6917,2827.1108,1343.4675,2891.8577,1348.5782
9,-1,1642.7028,547.11005,2282.0806,1289.6284,0.9999912,1883.2126,770.21014,2154.2388,787.69867,2048.4912,967.17303,1876.872,1079.162,2111.7798,1093.4373
9,-1,2806.5806,1068.2561,3068.407,1433.5765,0.99954,2827.966,1201.2113,2912.367,1208.847,2813.2039,1275.5679,2833.0093,1343.0999,2904.2305,1348.6093
10,-1,1647.4882,537.4363,2291.3813,1279.9579,0.999987,1884.3975,767.14325,2157.4731,782.9911,2047.213,968.85895,1879.2601,1075.4126,2113.257,1088.7063
10,-1,2813.738,1064.1656,3079.521,1428.3966,0.99959725,2835.6074,1198.2217,2922.801,1202.6263,2823.6904,1268.6329,2841.159,1339.3124,2912.7761,1342.6503
11,-1,1657.2756,526.92725,2292.571,1278.6798,0.9999896,1891.2234,758.37775,2159.1064,778.35535,2047.7312,962.0518,1883.2673,1069.092,2111.7354,1086.3662
11,-1,2829.5215,1058.6726,3092.3408,1424.7096,0.99962246,2851.1477,1194.3082,2940.9714,1201.1793,2842.4836,1264.9689,2855.526,1333.8632,2927.7258,1339.9395
12,-1,1622.3407,436.03247,2254.496,1152.3577,0.9999877,1875.8461,708.0827,2143.3608,737.1019,2035.5652,928.9658,1853.8926,974.1839,2083.698,998.84863
12,-1,2843.2449,1055.175,3111.1587,1422.2795,0.99966073,2863.6892,1193.8379,2953.5293,1198.8846,2852.0107,1263.1217,2868.6274,1332.8116,2942.1775,1336.7725
13,-1,1624.0924,426.20163,2275.275,1193.3494,0.9999869,1878.6078,705.8135,2152.919,732.21185,2042.9208,931.9913,1862.9586,1009.20825,2081.8853,1029.264
13,-1,2850.7446,1049.6766,3117.7158,1417.5839,0.9996493,2869.732,1190.1538,2960.2708,1194.7695,2861.0068,1260.114,2876.624,1328.0347,2951.9758,1331.7833
14,-1,1621.4589,419.87268,2278.8606,1194.4675,0.9999858,1872.4282,698.71765,2152.8442,722.65015,2040.0105,920.2239,1861.2264,1004.7031,2087.6946,1022.5417
14,-1,2855.4868,1045.9967,3122.2502,1415.98,0.9996076,2875.3904,1184.3208,2964.784,1193.2201,2865.3862,1261.4781,2882.7598,1324.8627,2956.106,1332.1462
15,-1,1619.0049,396.4722,2225.4287,1116.2338,0.99998796,1865.3806,677.35077,2128.7004,719.94415,2015.9363,904.80804,1827.4292,934.8851,2061.981,972.7937
15,-1,2861.935,1048.731,3126.1062,1416.9495,0.99965847,2882.6416,1186.5863,2971.7397,1195.8105,2872.9973,1262.6699,2890.605,1325.6401,2962.4543,1333.5411
16,-1,1609.6357,401.52756,2221.8772,1129.8777,0.9999858,1856.3469,682.1771,2121.224,728.0738,2005.949,909.2963,1817.525,942.86475,2052.8384,982.66345
16,-1,2867.5176,1059.0197,3133.9739,1425.6221,0.99963236,2888.112,1194.6149,2976.9285,1201.5477,2875.864,1270.4073,2894.3857,1337.6915,2966.4265,1342.9442
17,-1,1605.4326,424.4224,2245.812,1195.8005,0.99998593,1860.1067,708.89514,2133.685,728.2601,2032.2499,923.0152,1846.1298,1009.2719,2067.3662,1023.54565
17,-1,2874.2188,1072.9595,3137.1853,1434.662,0.9995819,2896.434,1201.0399,2981.6543,1210.6167,2882.96,1279.1964,2902.2915,1344.6742,2972.467,1351.893
18,-1,1598.9926,429.9385,2230.0369,1152.8031,0.9999876,1855.3757,705.61487,2124.7434,738.3498,2015.9598,930.9692,1826.1903,973.131,2059.8245,1002.4416
18,-1,2883.1912,1074.6346,3144.8552,1442.4734,0.99962366,2904.3357,1212.7709,2986.5046,1217.7694,2891.3667,1288.1387,2911.8596,1353.7445,2979.3713,1357.8948
19,-1,1611.6621,429.07138,2220.4734,1155.9524,0.99999106,1860.4978,711.8609,2125.1328,745.68555,2018.9808,932.01154,1829.9661,971.7259,2065.1514,1001.35345
19,-1,2892.3728,1085.7432,3152.3425,1447.8094,0.9996939,2913.0662,1219.8549,2996.6433,1227.8372,2900.4514,1293.4746,2918.3833,1357.9797,2985.328,1364.789
20,-1,1625.3231,424.99365,2228.9526,1155.7916,0.9999876,1867.7363,712.47766,2135.9578,750.652,2022.4287,938.5114,1833.2054,977.16077,2073.2668,1012.0005
20,-1,2904.6055,1093.8068,3166.9111,1456.5184,0.99965537,2925.792,1227.9238,3010.0913,1234.8318,2910.6946,1301.7817,2930.2148,1369.142,2999.1184,1374.496
21,-1,1634.5594,430.70886,2256.4985,1163.9056,0.99998665,1887.0703,719.02545,2153.3684,757.096,2045.1832,941.068,1855.8417,982.3524,2091.4644,1015.25867
21,-1,2921.846,1101.3679,3180.2722,1460.1168,0.99959475,2942.2554,1230.941,3024.0225,1240.0332,2927.9265,1308.1475,2947.2356,1372.7299,3014.3098,1380.0101
22,-1,1655.9867,446.57043,2271.695,1176.6093,0.99998844,1904.4767,737.2579,2174.0398,750.6819,2080.8213,953.8061,1892.9269,1014.9004,2115.3643,1025.9263
22,-1,2934.1877,1105.2892,3191.8245,1461.6221,0.99967897,2952.9634,1238.5775,3035.1956,1245.7424,2938.1812,1311.9229,2958.224,1376.4204,3025.9282,1381.8142
23,-1,1665.6287,452.06262,2289.331,1190.4501,0.9999888,1924.5483,737.8658,2187.7024,757.3014,2095.643,948.84186,1907.3331,1015.3371,2124.9846,1030.9889
23,-1,2941.1401,1107.9746,3201.7227,1459.7864,0.9996902,2960.498,1240.2472,3048.2454,1247.4906,2951.2563,1310.5793,2966.153,1376.1628,3037.959,1381.7765
24,-1,1670.1503,447.9093,2292.231,1188.9406,0.9999901,1932.4253,737.11383,2199.2876,758.9223,2109.014,949.82806,1910.2787,1012.411,2134.7412,1030.738
24,-1,2949.349,1102.3754,3211.3293,1461.3318,0.9996729,2970.5247,1236.9685,3059.906,1244.8918,2962.7168,1310.4567,2974.6416,1373.8497,3048.6387,1381.3035
25,-1,1693.9755,454.25705,2301.7773,1175.6467,0.9999877,1941.3691,728.6244,2204.3413,760.10583,2097.8716,948.60004,1907.4122,994.809,2136.683,1024.6833
25,-1,2954.8135,1105.4583,3218.4988,1464.8744,0.999724,2976.1372,1241.5887,3077.744,1247.8662,2979.0874,1312.9298,2980.9778,1378.8053,3061.2068,1385.4725
26,-1,1700.7731,460.40323,2320.6826,1189.2745,0.99999094,1954.4126,736.21655,2216.8381,771.8033,2110.2053,951.06006,1923.5293,1002.1001,2149.3508,1033.4155
